Age,Gender,Years at address,Employment status,Country,Current debt,Postcode,Income,Own home,CCJs,Loan amount,Outcome
77,F,5,Self Employed,UK,3450,DD5 2QA,44500,Own,3,19330,Defaulted
58,M,8,Self Employed,UK,0,TW7 6QD,54000,Own,0,10925,Paid
23,M,5,Self Employed,UK,5240,BL1 3LY,36500,Own,1,18730,Paid
71,F,37,Employed,UK,5700,GU2 7SN,36000,Mortgage,0,9637,Paid
82,F,59,Self Employed,UK,6100,BT17 0JB,37500,Mortgage,2,33225,Defaulted
64,F,8,Self Employed,UK,5750,NE38 9BT,52500,Own,0,6839,Paid
47,M,5,Unemployed,UK,3560,TD12 4NH,27000,Own,0,8699,Paid
42,F,5,Unemployed,UK,1560,BH15 3BX,43500,Rent,3,6579,Defaulted
87,M,34,Unemployed,UK,4500,DG3 4GZ,44000,Own,0,7086,Paid
70,F,4,Employed,UK,10,TQ7 2HU,27500,Own,0,5101,Paid
66,M,1,Self Employed,UK,1930,HG3 1EX,54500,Own,2,45667,Defaulted
85,F,3,Self Employed,UK,7850,TN13 2NJ,54000,Own,0,4678,Paid
83,F,66,Self Employed,UK,200,BR1 4DW,29500,Mortgage,1,23172,Paid
85,F,65,Unemployed,UK,9430,NW2 3TJ,43000,Rent,0,872,Paid
61,M,29,Self Employed,UK,9040,CT14 7JW,53500,Own,0,21729,Defaulted
42,M,10,Unemployed,UK,3510,DD8 4HD,40500,Mortgage,1,10787,Defaulted
39,M,11,Self Employed,UK,2870,CV5 9GU,32500,Own,0,2267,Defaulted
78,F,52,Unemployed,UK,9900,LL16 4RY,25500,Mortgage,3,10864,Defaulted
80,M,18,Self Employed,UK,4550,GL54 1JU,53000,Mortgage,1,49227,Paid
29,F,8,Employed,UK,340,FY6 7AR,27500,Mortgage,0,15941,Paid
36,M,12,Unemployed,UK,8990,RH5 5AB,44000,Rent,0,4339,Defaulted
40,F,3,Employed,UK,30,IV2 6GR,41000,Own,0,29589,Paid
55,F,34,Employed,UK,1350,CA11 7BD,30500,Rent,1,23500,Paid
57,F,39,Unemployed,UK,9210,BT28 2SW,40500,Own,0,20499,Defaulted
25,M,5,Self Employed,UK,3340,NN7 1LD,53000,Mortgage,2,148,Defaulted
25,M,1,Self Employed,UK,7910,IM3 1LD,40500,Own,2,12963,Defaulted
38,M,15,Self Employed,UK,0,BS20 8ND,29000,Own,0,6820,Paid
71,M,31,Self Employed,UK,6350,DY7 6ND,18000,Rent,1,10024,Paid
76,F,11,Self Employed,UK,7150,BA2 3LB,34000,Rent,2,2521,Paid
36,F,7,Self Employed,UK,4290,BN25 4DW,20000,Mortgage,0,7358,Paid
34,F,7,Self Employed,UK,250,BL1 5PD,53500,Own,0,3652,Paid
59,F,8,Self Employed,UK,4780,CM15 0UG,43000,Mortgage,0,15659,Paid
46,M,4,Self Employed,UK,60,KT18 5JQ,25000,Rent,0,7972,Paid
45,F,3,Unemployed,UK,5200,CR3 5GD,51500,Mortgage,1,15947,Paid
80,M,32,Self Employed,UK,7690,GL6 6YE,26500,Own,0,25334,Paid
73,F,53,Self Employed,UK,7850,CV3 5AT,37500,Mortgage,2,3170,Defaulted
20,F,3,Self Employed,UK,50,SW3 6RD,35500,Mortgage,0,13042,Defaulted
47,M,20,Unemployed,UK,930,SW14 7QA,27000,Rent,0,23263,Paid
22,F,5,Self Employed,UK,410,PH6 2ND,54000,Mortgage,2,23238,Defaulted
36,M,9,Self Employed,UK,2650,EH10 5HJ,26500,Own,1,22587,Paid
60,F,25,Self Employed,UK,6230,BR2 8QL,31500,Own,1,25022,Paid
69,M,49,Unemployed,UK,1900,BA7 7AE,48500,Own,0,22881,Defaulted
33,F,10,Self Employed,UK,90,TD10 6UP,26000,Own,1,11187,Paid
71,F,22,Self Employed,UK,2920,NN6 0EB,36000,Mortgage,3,31348,Defaulted
41,F,14,Self Employed,UK,120,KT7 0BX,53500,Own,1,23835,Paid
65,F,32,Self Employed,UK,1090,SW6 6NS,53000,Own,0,43416,Paid
63,F,39,Employed,UK,110,EX10 0SB,11000,Mortgage,3,6309,Defaulted
22,M,4,Employed,UK,1340,BN11 1HF,36500,Own,2,9974,Paid
55,F,32,Self Employed,UK,130,SY22 6TW,36500,Own,3,2958,Defaulted
44,F,22,Unemployed,UK,1230,BR2 0TT,39000,Own,0,11204,Paid
55,F,21,Self Employed,UK,480,IM9 4AG,30000,Own,0,6515,Paid
36,M,2,Self Employed,UK,60,CM3 4RE,36000,Own,1,8423,Paid
27,M,6,Self Employed,UK,7160,SE22 9JS,48000,Mortgage,2,18536,Paid
26,M,4,Employed,UK,30,RH13 5HJ,43500,Mortgage,1,39356,Paid
88,F,47,Self Employed,UK,1940,CB7 4QR,14500,Own,0,13104,Paid
41,M,2,Self Employed,UK,7400,BR3 5HR,42000,Mortgage,2,13033,Defaulted
38,M,6,Unemployed,UK,3630,KT3 5JU,49000,Own,2,41842,Paid
70,F,16,Self Employed,UK,2350,NW8 9QA,17000,Rent,1,50,Defaulted
85,F,11,Employed,UK,360,OX29 9XB,44000,Own,3,41264,Paid
17,F,1,Self Employed,UK,8960,NR32 2PX,53500,Mortgage,3,29851,Defaulted
47,F,15,Self Employed,UK,8350,BT40 2QA,45000,Own,1,43600,Defaulted
82,M,28,Unemployed,UK,80,BN2 0QU,36500,Mortgage,2,32850,Defaulted
62,M,39,Self Employed,UK,3410,LN8 3FG,53500,Own,0,40662,Paid
46,M,9,Self Employed,UK,4470,LE2 3LG,9000,Mortgage,0,2508,Paid
34,F,12,Employed,UK,540,EH9 1ED,38000,Own,1,3577,Paid
68,M,44,Employed,UK,6840,NW2 7HH,50500,Mortgage,0,36479,Paid
48,M,24,Self Employed,UK,9050,NW8 7LG,35000,Own,0,25761,Defaulted
71,F,22,Unemployed,UK,900,PA10 2AT,45000,Mortgage,0,7473,Paid
17,M,1,Self Employed,UK,9780,BT37 0RY,53000,Rent,3,38905,Defaulted
66,F,28,Self Employed,UK,3280,BT19 6NR,17000,Own,1,7275,Paid
37,F,4,Unemployed,UK,2970,G12 0EG,51500,Rent,3,19459,Defaulted
53,F,18,Self Employed,UK,1420,W12 9HT,48000,Own,0,22975,Paid
28,M,11,Unemployed,UK,8200,DT9 6NW,33000,Own,0,10474,Paid
25,F,8,Self Employed,UK,3960,N1 8AF,30500,Own,2,3895,Paid
46,M,3,Self Employed,UK,9300,TN1 1SG,11000,Mortgage,0,3282,Defaulted
23,F,1,Unemployed,UK,1600,BT6 0HL,31000,Own,1,7357,Paid
21,M,3,Self Employed,UK,2140,BT9 6JH,36000,Own,2,12937,Paid
76,M,34,Employed,UK,4700,W12 8LX,49000,Mortgage,0,25572,Paid
85,F,46,Self Employed,UK,1610,PA20 9EH,42000,Own,1,1705,Paid
41,F,2,Self Employed,UK,9770,IV20 1RH,43500,Own,1,19325,Defaulted
22,M,4,Self Employed,UK,4650,BT32 4HE,48500,Mortgage,0,3003,Paid
34,F,9,Unemployed,UK,1870,DT8 3HN,50000,Own,0,21596,Paid
58,F,31,Unemployed,UK,7840,DE65 6FQ,28500,Own,0,20894,Defaulted
62,F,15,Employed,UK,5550,KT6 4QL,43500,Mortgage,0,10708,Paid
52,F,33,Unemployed,UK,2330,OX2 8PF,21500,Rent,0,11176,Paid
86,M,41,Self Employed,UK,620,SY8 3AJ,26500,Own,1,14725,Defaulted
28,M,6,Self Employed,UK,570,BD23 1BX,23500,Own,3,6687,Defaulted
57,F,14,Unemployed,UK,1020,BN7 2BN,20500,Mortgage,2,19796,Defaulted
68,F,27,Unemployed,UK,7670,BT22 2TE,36000,Own,3,21073,Defaulted
37,F,13,Employed,UK,2420,PO20 1PU,40500,Own,3,12040,Paid
18,M,1,Self Employed,UK,1220,W9 2HD,37500,Mortgage,0,28323,Paid
46,F,17,Unemployed,UK,1860,GL7 4BE,27500,Own,1,7137,Defaulted
18,F,1,Unemployed,UK,1510,AL5 4JF,51500,Mortgage,1,10784,Defaulted
39,M,16,Self Employed,UK,2480,TA23 0LW,28500,Mortgage,2,8813,Defaulted
46,M,16,Employed,UK,1390,PL23 1DE,20000,Mortgage,1,2634,Defaulted
34,M,5,Unemployed,UK,6530,RG18 9PH,41500,Own,2,6874,Paid
20,M,2,Self Employed,UK,1970,NW6 3DG,43500,Mortgage,0,21577,Defaulted
40,M,17,Unemployed,UK,3480,N19 5RW,20000,Rent,2,7226,Defaulted
25,M,5,Self Employed,UK,7920,LE1 6YT,43000,Own,0,30088,Paid
32,M,12,Employed,UK,9080,DE55 6JZ,52500,Own,0,51478,Defaulted
29,M,3,Unemployed,UK,240,BT34 2JX,27500,Own,0,11517,Paid
39,M,8,Self Employed,UK,2580,BT71 6DQ,31000,Rent,2,13474,Defaulted
48,F,12,Unemployed,UK,140,EH39 5EQ,48000,Rent,1,10496,Paid
71,M,38,Unemployed,UK,7770,NE65 7YY,22500,Own,0,1015,Paid
56,F,5,Unemployed,UK,560,NR7 0GL,35500,Own,0,7668,Defaulted
79,F,15,Employed,UK,510,HG3 1HY,53000,Rent,0,51791,Paid
49,M,24,Unemployed,UK,930,PE12 8NS,39000,Rent,0,27806,Paid
84,F,45,Unemployed,UK,590,BT18 0EQ,35500,Mortgage,3,15581,Paid
26,F,2,Unemployed,UK,3490,BD11 1HL,53500,Own,0,47213,Paid
25,F,3,Employed,UK,8960,DE56 2TJ,47500,Rent,0,20474,Defaulted
29,F,2,Self Employed,UK,1070,DG2 9HW,15000,Own,2,5860,Defaulted
21,M,3,Self Employed,UK,1650,EN11 9DG,23000,Mortgage,1,8512,Paid
88,M,44,Unemployed,UK,1750,NW10 5AY,38500,Own,2,24743,Defaulted
60,M,40,Unemployed,UK,2990,KA7 4HP,43000,Mortgage,0,9562,Defaulted
74,M,1,Unemployed,UK,2480,SE15 5AG,31500,Mortgage,0,1544,Defaulted
20,F,3,Self Employed,UK,3600,BR1 4BF,49000,Rent,2,29625,Defaulted
73,F,35,Self Employed,UK,1020,N10 1BU,24000,Own,2,21290,Defaulted
20,M,1,Self Employed,UK,1590,BH22 9SF,47000,Mortgage,0,8877,Defaulted
31,F,12,Unemployed,UK,3870,ME16 9EP,44500,Mortgage,0,14216,Paid
56,M,6,Unemployed,UK,2130,EX13 7BN,51000,Own,0,34435,Paid
19,F,2,Self Employed,UK,6050,BT79 7JN,23500,Own,1,14971,Paid
24,F,4,Unemployed,UK,3910,WD17 3EE,17500,Mortgage,1,3530,Defaulted
76,F,50,Self Employed,UK,810,BA2 8BB,42000,Own,2,18146,Defaulted
73,F,15,Unemployed,UK,6050,KT23 4RD,48000,Own,2,20937,Defaulted
48,M,21,Self Employed,UK,660,HP17 8XB,37500,Own,0,26407,Paid
62,F,40,Self Employed,UK,6290,BN14 9QY,34500,Own,3,33884,Defaulted
41,M,3,Employed,UK,80,SY8 1BQ,3000,Own,1,2790,Paid
77,F,36,Unemployed,UK,4370,GU7 1EY,24000,Mortgage,0,2336,Paid
65,F,37,Self Employed,UK,5630,BT32 4PE,50000,Own,0,46375,Paid
58,F,20,Self Employed,UK,1270,FY8 5LW,24000,Rent,2,5164,Defaulted
86,M,8,Unemployed,UK,710,SW7 3AE,31000,Mortgage,0,23980,Paid
49,M,28,Self Employed,UK,8740,B95 5EG,52000,Own,3,25495,Paid
41,M,12,Self Employed,UK,40,L9 2DT,36500,Mortgage,1,12721,Paid
28,F,2,Self Employed,UK,2730,NE46 3EE,25000,Own,0,16606,Paid
79,F,18,Employed,UK,5400,SE26 5QN,48500,Own,2,45280,Paid
79,M,40,Employed,UK,3140,CF36 3LP,38000,Rent,2,31641,Defaulted
56,M,33,Unemployed,UK,3900,N5 1HZ,36000,Mortgage,0,10904,Paid
56,M,33,Self Employed,UK,160,BH1 3TE,38500,Own,0,34373,Defaulted
62,M,9,Unemployed,UK,1160,NE47 9QT,35500,Own,0,25811,Paid
50,M,1,Unemployed,UK,0,RG14 7WB,44500,Rent,3,20419,Defaulted
83,M,12,Self Employed,UK,1110,SY24 5JD,37000,Own,0,1193,Paid
85,F,28,Unemployed,UK,1640,EX18 7BR,52500,Own,0,29580,Paid
88,F,54,Unemployed,UK,830,CW4 7DT,29500,Own,0,1287,Defaulted
26,F,7,Unemployed,UK,4480,DT10 1PP,26500,Own,3,9548,Defaulted
25,F,5,Self Employed,UK,9310,GL51 0GG,27500,Mortgage,0,5958,Defaulted
85,M,26,Self Employed,UK,4590,N6 5DR,44000,Own,0,39212,Defaulted
61,F,9,Employed,UK,130,GL20 5BX,25000,Mortgage,1,10269,Defaulted
26,F,9,Self Employed,UK,1110,BT39 9LG,51500,Mortgage,3,50674,Defaulted
86,M,13,Unemployed,UK,4660,PE28 9DB,21000,Own,3,8853,Defaulted
58,F,18,Employed,UK,1680,EX10 9JA,21500,Own,0,11063,Paid
19,F,1,Employed,UK,1670,BB7 9SA,44500,Own,0,35609,Defaulted
17,M,1,Self Employed,UK,2990,FK8 2BJ,41000,Mortgage,0,31036,Defaulted
27,F,2,Self Employed,UK,9650,NW11 6SX,35000,Own,1,11692,Defaulted
39,F,13,Employed,UK,2260,HA0 1TA,26500,Own,3,8118,Defaulted
20,M,2,Employed,UK,30,IP21 5HS,46500,Mortgage,2,31881,Defaulted
42,F,4,Employed,UK,1330,BT71 6SG,50000,Own,0,19020,Defaulted
31,M,11,Employed,UK,8580,BT4 3GL,41000,Own,0,36196,Defaulted
65,M,27,Self Employed,UK,640,CM7 2TT,44000,Own,1,20039,Paid
39,M,19,Self Employed,UK,7060,EH49 6NJ,28000,Mortgage,0,5889,Paid
77,M,57,Unemployed,UK,8420,CF5 1GJ,21000,Own,0,18454,Defaulted
78,M,33,Self Employed,UK,4290,S11 7LX,41000,Own,0,28271,Paid
62,F,29,Self Employed,UK,7220,GU27 1HS,28500,Mortgage,2,21831,Defaulted
85,F,66,Self Employed,UK,6440,NN7 4DN,46000,Own,0,1647,Paid
26,F,8,Unemployed,UK,10,SW18 4LJ,37500,Rent,0,6521,Paid
62,M,15,Self Employed,UK,9780,CM3 4SZ,53000,Mortgage,1,43236,Defaulted
77,M,60,Self Employed,UK,8090,BT38 8NS,31500,Rent,0,29043,Defaulted
68,F,9,Unemployed,UK,9460,CO10 5NZ,32500,Mortgage,2,12945,Defaulted
71,F,34,Unemployed,UK,1570,BT61 8RG,49500,Rent,2,48100,Defaulted
53,F,35,Self Employed,UK,2720,NN14 1DN,51000,Rent,2,43504,Defaulted
58,F,23,Self Employed,UK,2130,GU51 1HG,34000,Own,1,24789,Paid
66,M,2,Self Employed,UK,2660,TW16 5HY,47000,Mortgage,0,8679,Defaulted
39,F,11,Unemployed,UK,8380,BT20 5HR,51500,Own,0,10400,Paid
86,F,4,Self Employed,UK,1040,RH10 1JP,47000,Mortgage,1,9171,Defaulted
26,F,3,Self Employed,UK,150,GL5 1SX,39000,Mortgage,3,32534,Defaulted
39,M,2,Employed,UK,9360,EH10 5TG,53000,Mortgage,0,20619,Defaulted
71,M,38,Self Employed,UK,1660,BR1 2PL,51000,Own,0,50099,Paid
60,M,28,Self Employed,UK,7950,TS21 3NS,54000,Own,0,42580,Paid
79,F,1,Unemployed,UK,6630,HP4 1NA,50000,Own,1,16705,Defaulted
58,F,33,Self Employed,UK,9270,GL6 9DZ,23000,Mortgage,1,4732,Paid
79,M,12,Employed,UK,8310,EH4 3AQ,45500,Own,3,13235,Defaulted
41,F,9,Self Employed,UK,90,BT60 2AQ,38000,Own,0,23232,Paid
28,M,9,Unemployed,UK,0,TN14 6NQ,45500,Mortgage,1,28298,Paid
72,M,25,Employed,UK,7790,JE2 3JB,51500,Rent,3,42697,Defaulted
44,M,21,Self Employed,UK,6160,HP17 8RS,21000,Rent,2,11405,Paid
43,F,17,Employed,UK,9790,NW2 4ET,30500,Rent,2,6560,Defaulted
49,F,1,Self Employed,UK,830,PO18 8ET,30500,Rent,1,4751,Paid
72,M,36,Unemployed,UK,3890,PO13 9FH,51000,Own,0,36153,Paid
29,M,1,Unemployed,UK,2860,BS8 4PH,44500,Mortgage,3,35453,Defaulted
69,F,3,Self Employed,UK,1600,BT67 0SG,39000,Mortgage,2,11056,Defaulted
64,M,37,Self Employed,UK,4620,ST5 2HB,32500,Own,2,11705,Defaulted
60,M,9,Self Employed,UK,3430,PE19 6HB,47500,Own,2,27030,Paid
37,M,3,Employed,UK,3520,LA23 2HB,25500,Own,0,6190,Paid
65,M,1,Self Employed,UK,7560,BH2 6BY,13500,Own,1,9556,Paid
51,M,9,Unemployed,UK,180,W4 1TX,51500,Own,1,50942,Paid
46,F,21,Unemployed,UK,3280,SA37 0EX,49500,Mortgage,2,37488,Defaulted
23,F,6,Unemployed,UK,1970,EN11 0RH,53000,Own,1,20987,Paid
79,M,32,Employed,UK,0,NW6 6DE,49000,Own,0,16350,Paid
24,M,6,Unemployed,UK,5830,SW11 2JY,47500,Mortgage,2,26615,Paid
63,F,8,Self Employed,UK,3200,BN1 5DE,48000,Mortgage,0,6803,Paid
53,M,17,Unemployed,UK,5460,NP25 5SD,45500,Own,0,29290,Defaulted
42,M,17,Unemployed,UK,3440,DY9 0QD,51500,Mortgage,3,32493,Defaulted
72,M,36,Unemployed,UK,1710,GU28 9DA,46500,Own,0,37505,Defaulted
35,F,6,Employed,UK,7530,BT23 5NE,25000,Mortgage,1,3760,Paid
21,F,2,Employed,UK,8790,BT34 4TY,39500,Own,2,31362,Defaulted
68,F,15,Self Employed,UK,7950,KT21 1PY,15500,Own,1,8885,Paid
71,M,25,Self Employed,UK,250,SW4 7PT,52500,Rent,0,22257,Paid
30,M,5,Self Employed,UK,1760,GL6 9HW,45000,Own,2,9831,Paid
47,M,12,Self Employed,UK,750,BT5 7AF,41500,Mortgage,2,7464,Paid
27,F,7,Employed,UK,1050,SP8 4NR,31000,Rent,1,14644,Paid
69,M,7,Self Employed,UK,60,BN6 9HL,39000,Own,0,29966,Paid
84,M,21,Unemployed,UK,9810,SA3 1HA,10000,Own,0,4793,Defaulted
78,M,26,Self Employed,UK,3200,CM6 3SS,49000,Mortgage,1,35472,Paid
61,M,17,Employed,UK,9410,BD20 9HW,28500,Own,1,22550,Paid
23,F,5,Unemployed,UK,6310,RH14 0LN,17500,Own,1,9210,Paid
21,M,2,Self Employed,UK,4170,SN1 5DX,46500,Own,3,18042,Defaulted
70,F,6,Self Employed,UK,2650,OX14 1SL,44500,Own,0,12939,Paid
75,F,3,Employed,UK,0,TN15 6TG,36000,Rent,3,31383,Defaulted
69,M,44,Unemployed,UK,710,G5 0UN,53000,Own,1,45109,Paid
28,F,10,Self Employed,UK,6090,LS29 9LD,14000,Own,0,4880,Paid
34,F,9,Self Employed,UK,1030,CM1 3SJ,40500,Own,1,31226,Paid
55,M,8,Self Employed,UK,840,LE2 1HR,44500,Own,0,43055,Paid
41,M,9,Self Employed,UK,480,N7 8AT,50500,Own,2,10841,Defaulted
48,F,14,Unemployed,UK,6860,BT6 9QE,46500,Own,0,38420,Paid
75,F,40,Self Employed,UK,670,SL6 2JB,50000,Mortgage,3,20079,Paid
34,M,11,Self Employed,UK,320,EH4 1HX,45500,Own,2,32444,Defaulted
73,F,28,Self Employed,UK,8550,W11 4RD,52000,Rent,0,41973,Defaulted
41,M,23,Self Employed,UK,1730,BT23 5QE,50500,Own,2,31588,Defaulted
29,F,3,Self Employed,UK,300,CO7 8PJ,17000,Own,1,12198,Paid
17,F,1,Self Employed,UK,4840,AB15 7XF,10000,Rent,3,2583,Defaulted
25,F,6,Unemployed,UK,570,GU7 2RJ,40000,Mortgage,0,10403,Paid
36,F,17,Self Employed,UK,640,LE14 3EW,30000,Mortgage,0,9415,Paid
83,M,52,Self Employed,UK,9100,SW19 7GJ,38500,Mortgage,3,13979,Defaulted
68,F,12,Unemployed,UK,160,ME17 4JQ,26000,Own,0,9607,Paid
47,F,7,Unemployed,UK,4280,BT93 1UN,46000,Own,3,26156,Defaulted
44,F,3,Unemployed,UK,6000,SE26 6UH,52500,Own,0,23593,Paid
60,F,31,Retired,UK,7150,E2 0JW,53500,Own,0,22864,Defaulted
56,F,31,Self Employed,UK,30,IP18 6JT,18000,Mortgage,1,6509,Paid
23,F,4,Employed,UK,210,NN14 4AL,49000,Own,2,10045,Paid
37,F,1,Self Employed,UK,4600,DL10 6RW,28000,Own,2,16169,Defaulted
72,F,10,Unemployed,UK,1440,SW6 3AH,31000,Own,0,23241,Paid
69,M,32,Self Employed,UK,7760,BS20 8DR,48500,Own,1,3393,Paid
39,F,3,Unemployed,UK,6490,BS40 5HJ,40500,Mortgage,1,6793,Paid
67,M,2,Self Employed,UK,6010,BT8 8RY,21000,Own,0,6197,Paid
17,M,1,Self Employed,UK,5330,CW6 0EH,52500,Mortgage,3,4282,Defaulted
29,M,3,Self Employed,UK,5240,CT13 9JU,27000,Own,0,20750,Paid
76,M,11,Employed,UK,9580,EX8 2HX,25000,Rent,1,21016,Defaulted
27,M,7,Self Employed,UK,7150,IP13 6LJ,21000,Own,2,11017,Defaulted
43,F,24,Self Employed,UK,0,N8 7EP,24000,Own,0,7152,Paid
19,M,1,Self Employed,UK,4220,SK9 7TP,46000,Own,0,31795,Paid
65,M,1,Self Employed,UK,8790,FK8 2JT,51500,Mortgage,0,23697,Defaulted
30,M,6,Employed,UK,6340,GL5 5JJ,38000,Own,3,29708,Paid
69,M,46,Self Employed,UK,280,BN26 6UR,50000,Own,1,28099,Paid
17,M,1,Self Employed,UK,1070,EX34 9SL,49500,Mortgage,1,42585,Paid
45,M,20,Employed,UK,30,NW5 2QY,26000,Own,1,20702,Defaulted
48,F,2,Self Employed,UK,1840,DH3 1RX,30000,Mortgage,3,3024,Defaulted
68,F,9,Self Employed,UK,3500,EH8 9SB,40500,Own,0,37606,Defaulted
36,M,14,Self Employed,UK,2100,ME2 3RS,49000,Rent,0,42154,Paid
45,F,24,Unemployed,UK,7500,N4 4QU,48500,Rent,1,9990,Paid
79,M,12,Unemployed,UK,5370,LA4 5LG,50000,Own,2,32416,Paid
57,M,9,Self Employed,UK,620,PO32 6FE,23000,Own,0,10805,Paid
42,M,2,Unemployed,UK,1940,CT19 4DD,49000,Own,0,34231,Paid
60,F,7,Self Employed,UK,7880,OX10 7JY,48000,Own,1,678,Paid
40,M,23,Unemployed,UK,0,GL1 3NA,51500,Own,0,10149,Paid
45,M,10,Self Employed,UK,2490,EX16 4NB,49000,Rent,0,16629,Paid
76,M,30,Unemployed,UK,7530,TQ9 7EP,43500,Mortgage,1,20475,Paid
59,M,10,Unemployed,UK,4330,PA13 4PF,46000,Own,3,16507,Paid
49,M,16,Self Employed,UK,6410,BN12 4XE,42500,Mortgage,0,6216,Paid
44,F,24,Self Employed,UK,840,N8 9QL,43500,Mortgage,2,5852,Defaulted
82,F,45,Self Employed,UK,2510,CV34 6PT,38500,Rent,3,14592,Defaulted
51,M,24,Employed,UK,9540,WA4 2DT,51500,Own,1,33593,Defaulted
62,M,5,Self Employed,UK,5980,DT10 1LR,53500,Mortgage,3,645,Defaulted
85,M,9,Unemployed,UK,1410,YO62 4HT,33500,Mortgage,0,23338,Defaulted
53,F,8,Unemployed,UK,8080,CV8 2EY,41500,Rent,2,26065,Defaulted
17,F,1,Self Employed,UK,4620,BR3 1EP,35500,Mortgage,0,26342,Paid
44,M,5,Self Employed,UK,9420,BB6 7TS,20000,Own,1,707,Defaulted
56,F,35,Employed,UK,8190,DT9 3HN,27000,Own,0,23945,Defaulted
57,F,37,Self Employed,UK,7490,BN3 3DB,14000,Mortgage,1,7084,Paid
17,M,1,Self Employed,UK,110,BD13 3LX,54000,Mortgage,1,11315,Paid
33,M,8,Employed,UK,6500,PE12 7DB,51500,Mortgage,0,22706,Paid
50,F,10,Self Employed,UK,130,NG18 4XB,16500,Mortgage,1,11179,Paid
64,F,35,Unemployed,UK,8370,N4 1PB,46000,Mortgage,1,34096,Defaulted
58,F,21,Unemployed,UK,30,GL50 2JW,48500,Mortgage,0,1673,Paid
40,M,3,Unemployed,UK,10,KA2 0HE,36000,Own,2,9543,Defaulted
54,F,9,Unemployed,UK,7080,TQ6 9HG,34000,Mortgage,1,1605,Paid
89,F,57,Self Employed,UK,1470,SL4 2DH,37000,Own,0,25124,Paid
55,F,35,Self Employed,UK,1210,TN1 2LL,46500,Own,1,37327,Defaulted
64,M,36,Self Employed,UK,0,SE19 3AN,24000,Own,1,3083,Defaulted
62,F,15,Unemployed,UK,5270,RH8 0LJ,48500,Mortgage,0,28092,Paid
47,M,21,Self Employed,UK,7760,CM16 4NH,36500,Mortgage,1,16498,Paid
44,F,7,Self Employed,UK,5560,ST18 0AH,21500,Mortgage,0,21396,Paid
22,F,3,Employed,UK,30,YO18 7RT,25000,Own,3,19124,Defaulted
56,F,30,Self Employed,UK,3810,IM4 1EJ,36500,Own,0,459,Paid
38,M,3,Employed,UK,5720,MK8 0ND,52000,Own,1,48093,Defaulted
35,M,8,Unemployed,UK,0,SY8 1NS,46000,Own,1,3549,Paid
46,M,27,Self Employed,UK,20,PL29 3SZ,39500,Own,0,9479,Paid
19,M,1,Self Employed,UK,80,SK9 4LH,26500,Rent,3,13298,Defaulted
63,F,33,Self Employed,UK,80,PH15 2PF,35000,Mortgage,1,15832,Paid
45,M,27,Self Employed,UK,3870,RH17 7QL,22500,Mortgage,2,14391,Paid
26,M,7,Self Employed,UK,0,TW10 6DG,51500,Own,3,36713,Defaulted
24,M,5,Self Employed,UK,2790,NN6 9AL,37500,Mortgage,3,31316,Defaulted
60,F,2,Self Employed,UK,0,NG23 5QY,51000,Rent,3,25219,Defaulted
39,M,2,Self Employed,UK,3730,BN18 9NY,41500,Own,1,14255,Paid
60,M,5,Unemployed,UK,140,TQ9 6AW,18500,Mortgage,0,4186,Paid
24,M,1,Self Employed,UK,4700,WA4 4DJ,35500,Own,2,16771,Defaulted
43,F,17,Unemployed,UK,860,PO38 1UX,49000,Mortgage,0,48225,Paid
78,M,35,Employed,UK,30,IM7 4AD,28500,Own,1,7982,Paid
62,F,29,Self Employed,UK,3460,RH19 3XG,47000,Mortgage,0,31418,Paid
75,M,46,Self Employed,UK,480,TN22 3SR,43500,Own,1,5327,Paid
29,M,5,Self Employed,UK,630,LD1 5NP,28500,Mortgage,0,4685,Paid
77,M,44,Unemployed,UK,760,BA7 7EA,41500,Rent,2,37770,Defaulted
58,F,28,Unemployed,UK,10,BT20 5LQ,50500,Mortgage,2,6988,Paid
89,F,11,Unemployed,UK,780,N16 0EG,44000,Mortgage,0,3786,Defaulted
50,F,8,Unemployed,UK,4380,TR3 6RS,54500,Own,1,12464,Paid
77,M,43,Unemployed,UK,2260,HP8 4JR,49000,Mortgage,2,26195,Paid
70,M,52,Unemployed,UK,980,WA15 8WR,14500,Own,3,2202,Defaulted
20,M,2,Unemployed,UK,40,EH48 2EF,46000,Mortgage,3,11651,Defaulted
75,M,13,Self Employed,UK,3400,N19 4HJ,43000,Mortgage,2,8763,Defaulted
55,M,27,Self Employed,UK,9250,SS1 2NS,51500,Own,0,8450,Defaulted
51,M,15,Self Employed,UK,300,B60 2NE,54500,Rent,0,47985,Paid
51,F,4,Employed,UK,3750,PO20 9BA,35500,Mortgage,2,10246,Defaulted
57,F,38,Self Employed,UK,440,BT6 8PF,50500,Own,1,25985,Paid
84,M,57,Employed,UK,7300,WR8 9BX,34000,Own,1,22417,Paid
88,M,40,Self Employed,UK,5290,WC2B 4AY,24000,Own,0,163,Paid
36,M,10,Self Employed,UK,2150,SK9 7DA,34500,Own,0,12971,Paid
69,M,5,Employed,UK,70,BA1 9DE,54000,Mortgage,0,48085,Defaulted
88,M,5,Unemployed,UK,1440,BT47 3YJ,39500,Own,0,7273,Paid
89,M,44,Unemployed,UK,3030,LE2 4FD,54500,Mortgage,3,12095,Defaulted
50,M,14,Self Employed,UK,1460,B16 8FL,53500,Own,0,2226,Defaulted
